100% 16 14.4028 2268.56 157.508
100% 14 13.0593 1932.93 148.018
100% 12 11.6518 1623.37 139.323
100% 10 10.7125 1321.41 123.353
100% 8 10.3682 1144.56 110.392
100% 6 10.452 1042.93 99.7846
100% 4 11.4897 986.246 85.8378
100% 2 18.9455 1327.15 70.0512
 
93.75% 16 14.6098 2008.36 137.467
93.75% 14 13.3639 1780.79 133.254
93.75% 12 11.887 1446.28 121.671
93.75% 10 10.8802 1201.97 110.474
93.75% 8 10.5855 1067.53 100.849
93.75% 6 10.6801 967.997 90.636
93.75% 4 12.0237 950.122 79.0227
93.75% 2 19.9871 1289.33 64.5075
 
87.5% 16 14.6698 1807.69 123.228
87.5% 14 13.2943 1585.07 119.228
87.5% 12 11.9003 1307.45 109.874
87.5% 10 10.9725 1107.47 100.93
87.5% 8 10.5892 969.959 91.5976
87.5% 6 10.8045 895.162 82.8512
87.5% 4 12.4332 900.516 72.4286
87.5% 2 21.1571 1266.57 59.8651
 
81.25% 16 14.9122 1618.81 108.556
81.25% 14 13.6708 1521.47 111.291
81.25% 12 12.224 1198.86 98.0741
81.25% 10 11.2502 1029.14 91.478
81.25% 8 10.98 913.159 83.1662
81.25% 6 11.186 850.657 76.0465
81.25% 4 12.9596 866.86 66.8898
81.25% 2 22.6632 1259.6 55.579
 
75% 16 14.916 1544.09 103.521
75% 14 13.7244 1381 100.622
75% 12 12.0999 1133.71 93.7014
75% 10 11.2081 972.934 86.8076
75% 8 10.8728 875.686 80.5385
75% 6 11.1225 812.439 73.0448
75% 4 13.4435 865.03 64.3454
75% 2 23.5429 1265.46 53.7499
 
