100% 16 23.6238 4589.07 194.256
100% 14 25.7805 4526.11 175.564
100% 12 29.8687 4719.75 158.017
100% 10 35.72 4995.76 139.859
100% 8 44.5196 5402.33 121.347
100% 6 59.2348 6081.4 102.666
100% 4 88.7596 7555.6 85.1244
100% 2 176.688 11947.5 67.6191
93.75% 16 26.2075 4311.13 164.499
93.75% 14 27.6243 4260.85 154.243
93.75% 12 32.0629 4499.62 140.338
93.75% 10 38.3706 4743.67 123.628
93.75% 8 47.8704 5168.51 107.969
93.75% 6 63.6669 5881.32 92.3764
93.75% 4 95.1949 7332.17 77.0226
93.75% 2 191.03 11889.7 62.2399
87.5% 16 27.911 4175.72 149.608
87.5% 14 30.1158 4099.35 136.12
87.5% 12 34.9264 4346.27 124.441
87.5% 10 41.777 4580.59 109.644
87.5% 8 52.0657 5064.02 97.262
87.5% 6 69.4754 5824.48 83.8352
87.5% 4 103.492 7306.29 70.5976
87.5% 2 207.552 11937.6 57.5162
81.25% 16 31.4614 4051.28 128.77
81.25% 14 32.7404 3940 120.341
81.25% 12 38.129 4202.43 110.216
81.25% 10 45.6135 4494.47 98.5339
81.25% 8 56.9427 4965.46 87.201
81.25% 6 75.8154 5737.48 75.6771
81.25% 4 114.03 7344.76 64.4107
81.25% 2 226.427 12088.2 53.3868
75% 16 32.3882 3962.06 122.33
75% 14 34.5511 3934.65 113.879
75% 12 40.147 4147.26 103.302
75% 10 48.0521 4451.96 92.6487
75% 8 59.8211 4921.73 82.2743
75% 6 79.7539 5744.37 72.0262
75% 4 119.452 7368.18 61.6831
75% 2 239.315 12349.2 51.6026
