100% 16 18.1449 3138.34 172.962
100% 14 19.4711 3182.84 163.467
100% 12 22.5847 3314.12 146.743
100% 10 27.064 3515.54 129.897
100% 8 33.7234 3826.77 113.475
100% 6 44.9015 4328.57 96.4013
100% 4 67.2235 5428.24 80.7492
100% 2 133.693 8731.1 65.3071
 
93.75% 16 19.903 3089.77 155.241
93.75% 14 20.873 3014.8 144.436
93.75% 12 24.2412 3072.46 126.745
93.75% 10 28.9948 3327.52 114.763
93.75% 8 36.189 3640.78 100.604
93.75% 6 48.1971 4186.34 86.8587
93.75% 4 72.111 5278.58 73.2008
93.75% 2 144.571 8697.46 60.1604
 
87.5% 16 21.3898 2860.28 133.721
87.5% 14 22.777 2897.89 127.229
87.5% 12 26.4804 3027.92 114.346
87.5% 10 31.7448 3254.74 102.528
87.5% 8 39.6608 3590.08 90.5195
87.5% 6 52.7311 4166.65 79.0169
87.5% 4 78.4601 5269.4 67.1603
87.5% 2 157.27 8767.76 55.7499
 
81.25% 16 23.9134 2846.04 119.014
81.25% 14 24.8059 2754.41 111.038
81.25% 12 28.8495 2907.22 100.772
81.25% 10 34.5734 3167.36 91.6128
81.25% 8 43.16 3524.98 81.6723
81.25% 6 57.4615 4105.17 71.4422
81.25% 4 86.5201 5319.9 61.4874
81.25% 2 171.995 8920.71 51.8659
 
75% 16 24.9027 2782.41 111.73
75% 14 26.2025 2797.72 106.773
75% 12 30.4952 2918.38 95.6996
75% 10 36.6887 3186.32 86.8475
75% 8 45.6058 3523.51 77.2603
75% 6 60.7357 4131.67 68.0271
75% 4 90.6671 5339.56 58.8918
75% 2 181.46 9088.84 50.0872
 
